--- Sheet: LOAN ANALYSIS ---
Unnamed: 0	LOAN ANALYSIS WORKSHEET	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11
	0.125	334.53625576716524	224.9793822541584	146.37616867300818	134.38572814037929	123.25220824933974	113.61405497143694	109.03541366850234	106.72577623481595		
	0.1275	335.7366256632026	226.25300478804547	147.83980858062208	135.92003980641695	124.88369763580197	115.38116018336478	110.90522674109292	108.66932127408943		
	0.13	336.9395200329177	227.53073044224024	149.31073997722484	137.46252414629296	126.5242167278961	117.15757112783035	112.78353035868446	110.61995192665611		
	0.1325	338.14493666169324	228.81255150756962	150.7889159549637	139.01310757998203	128.17364315038068	118.94307688456976	114.67004282929108	112.57735244072681		
	0.135	339.35287330980975	230.0984601688703	152.27428911552045	140.57171596778906	129.8318542413026	120.7374682969109	116.56448827771132	114.5412177332244		
	0.1375	340.56332771254205	231.38844850583655	153.76681158701385	142.1382746447942	131.49872712564016	122.5405381103994	118.46659675461557	116.51125330064563		
	0.14	341.7762975802562	232.68250849387695	155.26643504091444	143.7127084550868	133.1741387874887	124.35208110352387	120.3761043271149	118.48717510565346		
	0.14250000000000002	342.99178059850703	233.98063200497873	156.773110708961	145.29494178576374	134.85796614073325	126.17189421058706	122.29275315162339	120.46870944172525		
	0.14500000000000002	344.2097744281374	235.28281080858065	158.2867894000686	146.88489860066542	136.55008609815584	127.9997766367917	124.21629152984639	122.45559277810214		
	0.14750000000000002	345.43027670537657	236.5890365724534	159.80742151721785	148.48250247382717	138.2503756389297	129.83552996562742	126.14647394873984	124.44757158719466		
	0.15000000000000002	346.6532850419414	237.8993008635874	161.33495707431558	150.087676622621	139.9587118744573	131.67895825866376	128.08306110529355	126.44440215650437		
	0.15250000000000002	347.8787970251359	239.21359514908835	162.86934571301722	151.70034394056634	141.67497211251222	133.52986814787025	130.0258199169944	128.44585038702186		
	0.15500000000000003	349.1068102179543	240.53191079708049	164.41053671950084	153.32042702978788	143.39903391965083	135.3880689205997	131.9745235188238	130.45169157995775		
	0.15750000000000003	350.33732215918246	241.8542390776158	165.95847904118384	154.94784823309922	145.13077518186125	137.25337259738504	133.92895124763749	132.46171021355778		
	0.16000000000000003	351.57033036350083	243.18057116359134	167.51312130337254	156.58252966569285	146.8700741634235	139.1255940027115	135.8888886147662	134.4756997116474		
